id,temporada,n_en_serie,n_en_temp,dirigido_por,escrito_por,descripcion,title,year,im_db_rating,num_votes,mujer,hombre,adolescente,nino,asesino,cuerpo,victima,piromano,familia
56,3,56,11,John E. Gallagher,Debra J. Fisher & Erica Messer,"El equipo se traslada a Virginia para estudiar el caso de una serie de mujeres mutiladas y quemadas posteriormente. Los primeros indicios propician que se establezca una relación entre esta oleada de asesinatos con otra ocurrida en la misma ciudad hace más de veinte años, cuyo autor falleció en la década de los 80.",Mentes criminales: Birthright,2007,7.7,2375,1,0,0,0,1,0,0,0,0
57,3,57,12,Anthony M. Hemingway,Simon Mirren,"El capítulo narra la historia de las adolescentes, Katie y Lindsey, que desaparecen tras pasar la tarde en el cine.La Unidad de Análisis de Conducta, encuentra el cadáver de Katie y comienzan a sospechar que el asesino podría hacer lo mismo con Lindsey en pocas horas.

La angustia y el poco tiempo del que parecen disponer, llevarán a Bruce y Jack, los padres de las chicas, a poner en marcha una investigación por su cuenta para localizar al asesino.",Mentes criminales: 3rd Life,2008,8,2573,0,0,1,0,1,0,0,0,0
58,3,58,13,Glenn Kershaw,Dan Dworkin & Jay Beattie,"Tras la aparición de diversos objetos sospechosos en una subasta realizada en Filadelfia, Rossi y su equipo trabajan en busca de la pista de un posible asesino. El descubrimiento de un cuarto lleno de artículos que podrían pertenecer al homicida permite a la Unidad de Análisis de la Conducta hacer un retrato psicológico del criminal. De repente, Rossi localiza a una víctima asesinada hace cuatro años que coincide con la forma de actuar del criminal, y más adelante, aparecen tres cuerpos más, por lo que los agentes empiezan a pensar que el criminal que buscan ha ocultado numerosos asesinatos durante años. 

Por otro lado Jill Morris, una de las agentes de Filadelfia que colabora en el caso, intenta atraer la investigación de Rossi fabricando una prueba falsa. Con el objetivo de hacerse famosa, la agente Morris acude a los medios de comunicación y revela los detalles de la investigación. Sin embargo, el asesino en serie quiere escribir su propia historia y termina secuestrando a la joven policía y a una reportera de las noticias locales.",Mentes criminales: Limelight,2008,7.5,2363,0,0,0,0,1,1,1,0,0
59,3,59,14,Edward Allen Bernero,Edward Allen Bernero,"David Rossi regresa con su equipo a Indianápolis para resolver un crimen acontecido en 1988 del que fueron víctimas los miembros de un matrimonio con tres hijos. En aquel momento, el policía se encontraba en la ciudad para investigar otro caso, pero cuando se sumergió en la investigación no fue capaz de trazar el perfil del asesino.",Mentes criminales: Damaged,2008,7.9,3094,0,0,0,0,1,0,1,0,0
60,3,60,15,Félix Alcalá,Michael Udesky,El equipo se traslada a Pittsburg para arrojar luz sobre una reciente oleada de suicidios. Pronto descubren que todas las víctimas son familiares de diversas personas involucradas en un incendio y que sus muertes son en realidad obra de un psicópata que considera sus asesinatos como acciones de misericordia.,Mentes criminales: A Higher Power,2008,7.4,2408,0,0,0,0,1,0,1,0,1
61,3,61,16,Bobby Roth,Andrew Wilder,"El equipo de la Unidad de Análisis de la Conducta tratará de trazar el perfil de un asesino que tiene atemorizada a una pequeña localidad de Texas y que parece estar matando a las personas que en algún momento le han ofendido.
Una bomba en la casa que un padre comparte con su hija y el asesinato de los dos policías que acuden a investigar el suceso, serán las señales que Rossi utilizará para establecer la venganza como móvil de los crímenes.

Aquí se muestra a Reid en una reunión de rehabilitación de adicciones.",Mentes criminales: Elephant's Memory,2008,8.3,3273,0,0,0,0,1,0,0,0,0
62,3,62,17,John Gallagher,Andi Bushell,"Un asesino en serie se ceba sobre el colectivo homosexual a causa de un conflicto con su propia identidad sexual. Hotchner, Rossi y el resto del equipo se trasladarán a Miami para tratar de detener la masacre.",Mentes criminales: In Heat,2008,7.6,2492,0,0,0,0,1,0,0,0,0
63,3,63,18,Guy Norman Bee,Debra J. Fisher & Erica Messer,"Una chica está constantemente acosada por un admirador secreto que le envía fotos allí donde se mude y presenta su caso a la unidad, mientras, también les presentan otro caso sobre una mujer que mató a su marido alegando maltrato constante.

En el final del capítulo se revela que JJ está embarazada.",Mentes criminales: The Crossing,2008,7.6,2323,1,0,0,0,0,0,0,0,0
64,3,64,19,Steve Boyum,Dan Dworkin & Jay Beattie,"Un asesino en serie es herido y cae en coma durante su detención. Cuando, cuatro años después, recobra el conocimiento, no recuerda nada de su vida pasada. El equipo tratará de probar su culpabilidad sin despertar sus instintos criminales.",Mentes criminales: Tabula Rasa,2008,8.1,3032,0,0,0,0,1,0,0,0,0
65,3,65,20,Glenn Kershaw,Chris Mundy,"Un asesino serial mata a sus víctimas con un disparo en la cabeza sin razón alguna. Gracias a la ayuda de García descubren que se trata de una banda terrorista.

Esta banda vigila a la UAC y sabe todo sobre ellos y cuando la UAC parece tener todo bajo control una bomba explota bajo la camioneta de uno de los agentes.",Mentes criminales: Lo-Fi,2008,8.5,3237,0,0,0,0,1,0,1,0,0
66,4,66,1,Edward Allen Bernero,Simon Mirren,"Después de que una bomba estallara bajo un vehículo federal en la ciudad de Nueva York que podría estar llevando a un miembro de la UAC, el equipo va a toda velocidad para determinar quién podría haber sido herido en la explosión y para detener a los terroristas responsables de causar la matanza.",Mentes criminales: Mayhem,2008,8.6,3469,0,0,0,0,0,0,0,0,0
67,4,67,2,Glenn Kershaw,Jay Beattie & Dan Dworkin,"Los efectivos de la Unidad de Análisis de Conducta viajan a la localidad de Lower Canaan en Ohio, donde una joven ha sido brutalmente asesinada. Las primeras pesquisas apuntan hacia un asesinato ritual, pero las marcas de pinchazos post mortem guardan gran similitud con una serie de asesinatos que tuvieron lugar hace diez años en la misma ciudad, pero con una particularidad: el asesino ya fue ejecutado.",Mentes criminales: The Angel Maker,2008,7.7,2489,0,0,0,0,1,0,0,0,0
68,4,68,3,Félix Alcalá,Andrew Wilder,"Después de que Prentiss y Reid fueran encubiertos a Colorado para investigar un presunto abuso infantil cometido por el líder de una comunidad cristiana fundamentalista en el recinto del culto subterráneo en La Plata County, se encuentran retenidos como rehenes en una redada, dirigida por la Policía del Estado, que termina yendo desastrosamente mal.",Mentes criminales: Minimal Loss,2008,8.2,3242,0,0,0,0,0,0,0,0,0
69,4,69,4,John E. Gallagher,Erica Messer & Debra J. Fisher,"El sheriff de una localidad cercana a Reno solicita la ayuda de la UAC en relación con una serie de extraños accidentes en los que los ocupantes murieron antes del accidente, pero en realidad se trata de un violador en serie que captura parejas en su cabaña de descanso y las mata, dejando los cadáveres en la carretera, además de luchar contra reloj para encontrar con vida a un matrimonio extraviado.",Mentes criminales: Paradise,2008,7.7,2401,0,0,0,0,0,0,0,0,0
70,4,70,5,Charles Haid,Oanh Ly,"Una extraña oleada de robos con asesinatos en el centro de California lleva a los agentes federales a iniciar la investigación de un nuevo caso. La policía local descubre restos de ADN de un único sospechoso en los domicilios de las distintas víctimas, por lo que la UAC cree que los actos delictivos son obra de un asesino en serie.",Mentes criminales: Catching Out,2008,7.2,2361,0,0,0,0,1,0,1,0,0
71,4,71,6,Rob Spera,Chris Mundy,"Mientras viajan a Las Vegas para investigar la misteriosa desaparición de un niño, Reid tiene una pesadilla, y les explica que ha soñado con un niño que sufría abusos y acaba siendo apuñalado. Cuando los agentes de la UAC llegan a la ciudad, la policía local les informa que un pequeño de cinco años, desapareció del jardín de su casa hace dos semanas y su cuerpo sin vida apareció en el desierto varios días después. Después, desaparece otro niño. Posteriormente, el sospechoso se pone en contacto con la familia del pequeño para culparles por la desaparición de su hijo. La UAC inicia una carrera contrarreloj para encontrar al pequeño antes de que el asesino acabe con su vida.",Mentes criminales: The Instincts,2008,8.1,3116,0,0,0,1,1,1,0,0,1
72,4,72,7,Guy Norman Bee,Jay Beattie & Dan Dworkin,"Mientras sus compañeros se preparan para regresar a Quántico, Reid les comunica que ha decidido prolongar su estancia en la ciudad unos días más, ya que hace tiempo que no ve a su madre. Poco después, el joven analista se presenta en el Departamento de Policía de Las Vegas para conocer los detalles de la investigación del asesinato de Riley Jenkins. Poco después Reid descubre que el asesinato fue cerca de donde vivía cuando era niño, y empieza a tener recuerdos de su desafortunado pasado antes de que su padre los abandonara. Junto con Morgan y Rossi, Reid poco a poco va encontrando pistas que señalan a su padre como el posible asesino de Reily Jenkins.",Mentes criminales: Memoriam,2008,8.4,3243,0,0,0,1,1,0,0,0,0
73,4,73,8,Paul Michael Glaser,Edward Allen Bernero,"Un psicópata narcisista obsesionado con la secuencia de Fibonacci, se presenta en una charla sobre el FBI dada por Rossi y Reid y se entrega, confesando haber matado a siete personas y asegurando que morirán más, por lo que el equipo debe localizar a sus últimas víctimas antes de que sea demasiado tarde.",Mentes criminales: Masterpiece,2008,8.3,2880,0,0,0,0,0,0,1,0,0
74,4,74,9,Bobby Roth,Breen Frazier,"El equipo viaja a Atlanta, donde las agentes Emily Prentiss y Jordan Todd van de incógnito, para hacer el perfil de un asesino en serie, que ha perfeccionado sus habilidades como artista del pick-up y usa su habilidad masculina para atraer a sus próximas víctimas.",Mentes criminales: 52 Pickup,2008,7.9,2602,0,0,0,0,1,0,1,0,0
75,4,75,10,Glenn Kershaw,Holly Harold,"Como expolicía, Morgan toma como algo personal cuando un asesino en serie se dirige específicamente a los oficiales de la policía en Phoenix, Arizona.",Mentes criminales: Brothers in Arms,2008,7.5,2256,0,0,0,0,1,0,0,0,0
76,4,76,11,Steve Boyum,Andrew Wilder,"La UAC es llamada a ayudar a la policía local en la captura de un asesino en serie que está disparando a mujeres rubias a lo largo de las autopistas en el condado de Orange, California. El caso se complica debido a que los atroces actos parecen ser al azar y el tirador es descrito como alguien normal.",Mentes criminales: Normal,2008,8.3,2645,1,0,0,0,1,0,0,0,0
77,4,77,12,John E. Gallagher,Erica Messer & Debra J. Fisher,"Cuando mujeres jóvenes blancas y negras son asesinadas alternativamente en una comunidad próspera en Sarasota, Florida, la UAC sospecha que esto puede ser el trabajo de un par de asesinos en serie que trabajan juntos.",Mentes criminales: Soul Mates,2009,7.7,2230,1,0,0,0,1,0,0,0,0
78,4,78,13,Tim Matheson,Mark Linehan Bruner,"La UAC es llamada a Alabama cuando están secuestrando a niñas y sus padres son asesinados, por lo que parece ser una familia del pueblo gitano, los que trabajan juntos en lo que parece ser un ritual aparentemente diseñado para adquirir una esposa para su hijo, para así vivir juntos, tener hijos y de esta manera introducir sangre nueva en la familia.",Mentes criminales: Bloodline,2009,7.9,2365,0,0,0,1,1,0,0,0,1
79,4,79,14,Anna Foerster,Jay Beattie & Dan Dworkin,"La madre de una joven secuestrada trabaja con la UAC en Olympia, Washington para identificar a un asesino en serie que secuestra, asesina y embalsama a sus víctimas para pasar más tiempo con ellas.",Mentes criminales: Cold Comfort,2009,7.4,2085,0,0,0,0,1,0,1,0,0
80,4,80,15,Charles S. Carroll,Oanh Ly,La policía local de Cleveland solicita la ayuda de la Unidad de Análisis de Conducta para dar caza a un peligroso asesino en serie que ha asesinado a cinco inocentes copiando los métodos de famosos asesinos en serie del pasado. El caso se vuelve personal para Rossi cuando se entera de que la última víctima era una estudiante de criminología que asistió a una de sus firmas de libros y trató de llevar el asunto a su atención.,Mentes criminales: Zoe's Reprise,2009,8.1,2371,0,0,0,0,1,0,1,0,0
81,4,81,16,Gwyneth Horder-Payton,Breen Frazier,"La UAC es llamada a Dallas para investigar a una asesina en serie que está drogando y asesinando a ejecutivos de alto poder, haciéndose pasar por una prostituta de clase alta.",Mentes criminales: Pleasure Is My Business,2009,8.1,2635,0,0,0,0,1,0,0,0,0
82,4,82,17,Edward Allen Bernero,Chris Mundy,"La UAC investiga una serie de muertes que involucran posibles exorcismos en el área de Washington, que parecen estar sancionados por la Santa Sede. Prentiss se involucra personalmente en el caso cuando aparece un amigo que podría haber sido víctima del malicioso cura.",Mentes criminales: Demonology,2009,7,2841,0,0,0,0,0,0,1,0,0
83,4,83,18,Nelson McCormick,Andrew Wilder,"Hotchner recibe la llamada de un policía que está por morir, quien le dice que «La Parka de Boston», un asesino serial en cuyo caso tanto Hotchner como este policía trabajaron juntos, nunca fue arrestado porque hizo un trato con él para que se detuviera «hasta que la muerte los separara», entonces le deja el encargo a Hotch de atrapar al asesino porque cree que cuando el policía muera el asesino volverá, una conjetura que se demostró cierta.",Mentes criminales: Omnivore,2009,8.6,2760,0,0,0,0,1,0,0,0,0
84,4,84,19,Félix Alcalá,Holly Harold,"La UAC debe localizar a un pirómano y asesino en serie que provoca temor en un pequeño pueblo de Indiana, creando incendios en los lugares de reunión más comunes de la comunidad y matando a varios de sus residentes en el proceso.",Mentes criminales: House on Fire,2009,7.3,2853,0,0,0,0,1,0,0,1,0
85,4,85,20,Jason Alexander,Rick Dunkle,La UAC es llamada a Texas para investigar a un asesino en serie que está violando y matando a varones adolescentes durante las vacaciones de primavera en South Padre Island.,Mentes criminales: Conflicted,2009,8.4,3516,0,0,1,0,1,0,0,0,0
86,4,86,21,Karen Gaviola,Erica Messer & Debra J. Fisher,"La UAC colabora en la investigación de una serie de secuestros con asesinatos de niños en Cherry Hill, Nueva Jersey. Al llegar al lugar, el equipo trata de advertirle al teniente de la policía que está a cargo que no se involucre en el caso porque él es el tío del niño perdido.",Mentes criminales: A Shade of Gray,2009,8,2251,0,0,0,1,1,0,0,0,0
87,4,87,22,Rob Hardy,Simon Mirren,"Un asesino en serie en Buffalo, New York, graba a sus víctimas y envía un video de forma anónima a la policía. El equipo descubre un mensaje del asesino, en el video, pidiéndoles ayuda para parar de matar.",Mentes criminales: The Big Wheel,2009,8.2,3357,0,0,0,0,1,0,1,0,0
88,4,88,23,Steve Boyum,Jay Beattie & Dan Dworkin,"Las autoridades locales convocan a la UAC, después de que se sucedan una serie de homicidios, que parecen haber sido causados por el coche de un asesino en serie cerca de Bend, Oregón.",Mentes criminales: Roadkill,2009,7.3,2389,0,0,0,0,1,0,0,0,0
89,4,89,24,John E. Gallagher,Oanh Ly,"La UAC responde rápidamente después de que un asesino en serie libere una nueva variedad de la bacteria ántrax en Annapolis, Maryland, que amenaza al público y pone a un miembro del equipo en riesgo.",Mentes criminales: Amplification,2009,8.4,3209,0,0,0,0,1,0,0,0,0
90,4,90,25,Charles Haid,Chris Mundy,"En uno de los casos más difíciles, la UAC es llamada a Detroit para ayudar a rastrear a un asesino en serie que está matando a gente sin hogar, lo que obliga al equipo a desplazarse a Canadá para atraparlo.",Mentes criminales: To Hell...,2009,8.5,2727,0,0,0,0,1,0,0,0,0
91,4,91,26,Edward Allen Bernero,Edward Allen Bernero,"La UAC continúa su búsqueda en Canadá, cuando se enteran de que el asesino en serie que estaban buscando son un par de hermanos que secuestraban a personas para realizar experimentos médicos con ellos. Mientras tanto, Hotch se encuentra en peligro de muerte cuando llega a su casa y encuentra a Foyet esperándolo.",Mentes criminales: ...And Back,2009,8.7,502,0,0,0,0,1,0,0,0,0
92,5,92,1,Charles S. Carroll,Chris Mundy,"Un médico local recibe una amenaza de un asesino afirmando que él matará al hijo del médico; hasta que su hijo este muerto, el asesino matará a una persona al día. Trabajando contra el reloj, el equipo debe proteger al médico y a su hijo, y al mismo tiempo deben buscar a Hotchner, quien se encuentra desaparecido.","Mentes criminales: Nameless, Faceless",2009,8,2546,0,0,0,0,1,0,0,0,0
93,5,93,2,Jon Cassar,Erica Messer,Un hombre agitado experimenta un episodio psicótico y ha dejado tres personas muertas y dos heridas en su estela. La UAC debe averiguar lo que desencadenó la ruptura y encontrarlo antes de que mate otra vez.,Mentes criminales: Haunted,2009,7.7,2912,0,1,0,0,0,0,0,0,0
94,5,94,3,Karen Gaviola,Jay Beattie & Dan Dworkin,"La UAC es llamada por una serie de asesinatos en Commarck, la ciudad natal de Rossi. «J.J.» explica las muertes, una mujer torturada con privación de alimentos,un hombre con los genitales amputados y otro con las manos cortadas, la esposa de este desaparecida, todos con una bala detrás de la oreja y otra en el pecho.",Mentes criminales: Reckoner,2009,7.4,2810,1,1,0,0,1,0,0,0,0
95,5,95,4,Félix Alcalá,Chris Mundy,"La UAC investiga un caso en Washington D. C., en donde dos parejas encontradas muertas, las que fueron asesinadas brutalmente en el hogar de una de las parejas. Al tratar de descifrar lo que pasa, se vincula este crimen a una serie de vandalismos previos.",Mentes criminales: Hopeless,2009,7.3,2375,0,0,0,0,1,0,0,0,0
96,5,96,5,Rob Spera,Breen Frazier,"El equipo viaja a Albuquerque en descubren a una mujer asesinada que con concuerda con otras víctimas previas. Descubren que las mujeres estuvieran embarazadas previas a la muerte, lo cual los lleva a pensar en un posible tráfico de niños.",Mentes criminales: Cradle to Grave,2009,7.6,2097,1,0,0,1,1,0,1,0,0
97,5,97,6,Glenn Kershaw,Oanh Ly,"El equipo viaja a Oklahoma City para ayudar a las autoridades locales a atrapar a un asesino en serie, el cual le saca los ojos a sus víctimas.",Mentes criminales: The Eyes Have It,2009,7.2,2127,0,0,0,0,1,0,1,0,0
98,5,98,7,John Badham,Holly Harold,"La UAC es llamada a Los Ángeles, en donde aparecen una serie de asesinatos relacionados con el vampirismo y  un cantante gótico llamado «Dante».",Mentes criminales: The Performer,2009,7.4,2402,0,0,0,0,1,0,0,0,0
99,5,99,8,John E. Gallagher,Simon Mirren,"Mientras investigan una serie de asesinatos de familias enteras en Hampton, Virginia, la UAC se ve obligada a visitar la prisión Red Onion Supermax para pedir consejo a uno de los asesinos más atroces del pasado del equipo, apodado «El Zorro» (capítulo 7 de la primera temporada), quien entrega un mensaje ominoso al agente Hotchner.",Mentes criminales: Outfoxed,2009,7.7,2090,0,0,0,0,1,0,0,0,1
100,5,100,9,Edward Allen Bernero,Bo Crese,"Cada miembro de la UAC es parte de una investigación interna sobre los eventos que ya han ocurrido, y en los que la actuación de Hotchner está siendo cuestionada. La historia del caso es contada a través de cada uno en sus entrevistas, y comienza cuando «El Zorro» dijo a Hotch que las cartas que recibió en prisión provenían de George Foyet, por lo que el equipo centró su atención en la investigación a Foyet.",Mentes criminales: 100,2009,9.2,4561,0,0,0,0,0,0,0,0,0
101,5,101,10,Charles Haid,Rick Dunkle,"Un aparcacoches copia las llaves de los coches de mujeres exitosas y a continuación las espera en su casa. En casa de sus víctimas, se convence a sí mismo de que es parte de la vida de las mujeres. Mientras tanto, Hotch se cuestiona su futuro en la UAC y su compromiso con su hijo Jack.",Mentes criminales: The Slave of Duty,2009,7.7,2092,1,0,0,0,0,0,1,0,0
102,5,102,11,Félix Alcalá,Erica Messer,"Morgan y Prentiss siguen a Dale Schraeder, un ladrón de bancos recientemente liberado, ahora buscado por asesinato y el secuestro de su propia hija.",Mentes criminales: Retaliation,2009,7.3,2065,0,0,0,0,1,0,0,0,0
103,5,103,12,Anna J. Foerster,Breen Frazier,"La UAC realiza el seguimiento de una mujer enferma mental, que crea una colección de muñecas en la vida real secuestrando mujeres y manteniéndolas en un estado de parálisis consciente hasta que mueren por las drogas que les administra y las remplaza por otras mujeres.",Mentes criminales: The Uncanny Valley,2010,8.4,3278,1,0,0,0,0,0,0,0,0
104,5,104,13,Rob Spera,Jim Clemente,"La UAC es llamada para ayudar a las autoridades locales en un pequeño pueblo de Wyoming, donde unos jóvenes son encontrados muertos, en lo que aparentan ser suicidios relacionados con el Internet.",Mentes criminales: Risky Business,2010,7.7,2896,0,0,0,0,0,0,0,0,0
105,5,105,14,Charles S. Carroll,Oanh Ly,"El equipo perfila a un estafador en Miami quien, motivado por la inestabilidad mental, asesina a personas involucradas en sus estafas.",Mentes criminales: Parasite,2010,7.4,2032,0,0,0,0,1,0,0,0,0
106,5,106,15,Nelson McCormick,Jess Prenter Prosser,"La UAC perfila a una asesino en serie en Providence, Rhode Island, quien mata a personas en lugares públicos, esperando causar un temor generalizado.",Mentes criminales: Public Enemy,2010,7.6,1993,0,0,0,0,1,0,0,0,0
107,5,107,16,Matthew Gray Gubler,Erica Messer & Simon Mirren,La UAC perfila a un secuestrador de niños que probablemente ha estado secuestrando a menores más de una década.,Mentes criminales: Mosley Lane,2010,8.9,4177,0,0,0,1,0,0,0,0,0
108,5,108,17,Rob Hardy,Kimberley Ann Harrison & Ryan Gibson,"La UAC perfila a un camionero, quien asesina a mujeres en búsqueda de una madre para su hija.",Mentes criminales: Solitary Man,2010,7.5,1962,1,0,0,0,1,0,0,0,0
109,5,109,18,Richard Shepard,Historia por: Edward Allen Bernero & Chris MundyGuion por: Chris Mundy,"La UAC se traslada a San Francisco, para investigar una extraña serie de asesinatos en los últimos dos años, entre los cuales están involucrados indigentes por un lado, y padres e hijas por otro. En este caso, la UAC recibirá la ayuda del equipo de Sam Cooper. (Mentes criminales: conducta sospechosa).",Mentes criminales: The Fight,2010,7.3,2312,0,0,0,0,1,0,0,0,0
110,5,110,19,John E. Gallagher,Victor De Jesus,"El equipo viaja a Terlingua, Texas, para investigar la aparición de un asesino en serie que tiene como objetivo a los inmigrantes ilegales.",Mentes criminales: Rite of Passage,2010,7.3,2150,0,0,0,0,1,0,0,0,0
111,5,111,20,Rosemary Rodríguez,Edward Allen Bernero,"La UAC viaja a Tallahassee para el perfil de un asesino en serie que se suicidó, pero que deja pistas sobre la ubicación de una de las víctimas que está, posiblemente, aún con vida.",Mentes criminales: ...A Thousand Words,2010,7.9,2514,0,0,0,0,1,0,1,0,0
112,5,112,21,Charles S. Carroll,Rick Dunkle,"En este episodio el equipo viaja a la lejana Alaska, al pueblo de Franklin, para investigar a un asesino en serie que mata a los residentes que en breve tiempo iban a abandonar el pueblo.",Mentes criminales: Exit Wounds,2010,7.6,2804,0,0,0,0,1,0,0,0,0
113,5,113,22,Glenn Kershaw,Breen Frazier,En este episodio la UAC viaja a Idaho para el perfil de un asesino en serie que utiliza Internet para encontrar a sus víctimas mediante las redes sociales.,Mentes criminales: The Internet Is Forever,2010,7.7,2368,0,0,0,0,1,0,1,0,0
114,5,114,23,Edward Allen Bernero,Jeff Davis,"En este episodio la UAC se enfrenta a uno de sus casos más difíciles cuando un prolífico asesino en serie, que ha estado masacrando víctimas por todo el país, llega a Los Ángeles y asesina a sus víctimas en el campo más impredecible: la oscuridad. Su principal objetivo es el detective Spicer, cuyos padres fueron las primeras víctimas del asesino.",Mentes criminales: Our Darkest Hour,2010,8,2293,0,0,0,0,1,0,1,0,0
115,6,115,1,Edward Allen Bernero,Edward Allen Bernero,"Después de que Morgan y el detective Mateo Spicer fueran emboscados, la UAC continúa su búsqueda de El príncipe de la Oscuridad, para recuperar a la hija de Spicer y detener su matanza de una vez por todas.",Mentes criminales: The Longest Night,2010,8,2471,0,0,0,0,0,0,0,0,0
116,6,116,2,Charles S. Carroll,Erica Messer,"Cuando JJ intenta reunir a una familia cuya hija ha desaparecido misteriosamente, recibe una nueva oferta de trabajo que no puede ignorar. La UAC se prepara para la pérdida de uno de los suyos.",Mentes criminales: JJ,2010,8.1,2567,0,0,0,0,0,0,0,0,1
117,6,117,3,Glen Kershaw,Janine Sherman Barrois,"Cuando varias mujeres en Bristol, Virginia, son encontradas muertas de una manera similar, Rossi vuelve a abrir un caso sin resolver que le ha perseguido durante veinticinco años porque él cree que el asesino original, que sufre Alzheimer, podría haber vuelto.",Mentes criminales: Remembrance of Things Past,2010,7.7,2080,1,0,0,0,1,0,0,0,0
118,6,118,4,Guy Norman Bee,Breen Frazier,"La UAC está tras la pista de un asesino en serie de parejas casadas. Además, Hotch busca a alguien que ocupe el lugar de JJ.",Mentes criminales: Compromising Positions,2010,7.4,2739,0,0,0,0,1,0,0,0,0
119,6,119,5,Andy Wolk,Alicia Kirk,"La UAC persigue a un asesino en serie que mata familias en todo el Medio Oeste. Mientras tanto, Morgan se preocupa cuando Ellie se escapa de su familia de acogida y le hace una visita en la UAC.",Mentes criminales: Safe Haven,2010,7.7,2157,0,0,0,0,1,0,0,0,1
120,6,120,6,Charles Haid,Randy Huggins,"La UAC debe encontrar a un asesino que ha atacado a Detroit en los últimos tres años solo durante la celebración ruidosa previa a Halloween, «La noche del diablo».",Mentes criminales: Devil's Night,2010,7.2,2112,0,0,0,0,1,0,0,0,0
121,6,121,7,Rob Spera,Rick Dunkle,"Cuando cuerpos empiezan a aparecer en los maizales de Indiana, la UAC debe atrapar a un grupo de asesinos en serie cuyas víctimas son bailarinas exóticas.",Mentes criminales: Middle Man,2010,7.6,2795,0,0,0,0,1,1,1,0,0
122,6,122,8,Anna Foerster,Simon Mirren,"Cuando una mujer secuestrada es encontrada muerta en un callejón en Georgetown, la UAC va a la caza del asesino antes de que pueda atacar de nuevo.",Mentes criminales: Reflection of Desire,2010,7.7,2982,1,0,0,0,1,0,0,0,0
123,6,123,9,Glenn Kershaw,Kimberly Ann Harrison,"La UAC es llamada para capturar a un asesino cuyas víctimas son niños, después de que un niño de ocho años fue encontrado muerto en los montes Apalaches.",Mentes criminales: Into the Woods,2010,7.7,2243,0,0,0,1,1,0,1,0,0
124,6,124,10,Jan Eliasberg,Edward Allen Bernero,"La UAC busca a un asesino en serie de tres mujeres en una zona residencial de Nuevo México. Mientras tanto, Hotch acude a una cadete del FBI cuyo pasado puede ayudar en la investigación.",Mentes criminales: What Happens at Home...,2010,7.6,2090,1,0,0,0,1,0,0,0,0
125,6,125,11,Charles S. Carroll,Erica Messer,"Transcurrido un año de la muerte de Haley, Hotch decide tomarse un tiempo para el y su hijo. Mientras tanto Morgan declara que un hombre debe ser puesto en libertad condicional, pero se arrepiente de su decisión cuando, pocos días después, el hombre mata a alguien. Las cosas resultan no ser tan fáciles.",Mentes criminales: 25 to Life,2010,7.8,2077,0,1,0,0,0,0,0,0,0
126,6,126,12,John Gallagher,Katarina Wittich,"La UAC viaja a Miami para investigar una serie de asesinatos con rituales extraños. En el transcurso del viaje, Reid sufre una serie de dolores de cabeza, alucinaciones y ceguera que dejan a él y al equipo preocupados por su estado de salud.",Mentes criminales: Corazon,2011,7.5,2869,0,0,0,0,1,0,0,0,0
127,6,127,13,Doug Aarniokoski,Janine Sherman Barrois,"Mientras que la UAC sale a la carretera para localizar a un par de jóvenes amantes en una serie de asesinatos interestatal, Prentiss oye noticias aterradoras de su exjefe de la Interpol, este episodio es un claro homenaje a la película Natural Born Killers (1994) de Oliver Stone.",Mentes criminales: The Thirteenth Step,2011,7.5,2279,0,0,0,0,1,0,0,0,0
128,6,128,14,Rob Spera,Randy Huggins,"La UAC regresa nuevamente a Los Ángeles para localizar a un sujeto que realiza extraños experimentos con mujeres. Mientras tanto, más del pasado de Emily Prentiss es revelado.",Mentes criminales: Sense Memory,2011,7.3,2035,1,0,0,0,0,0,0,0,0
129,6,129,15,Ali Selim,Alicia Kirk,"La UAC viaja a Nueva York a investigar la extraña desaparición de Molly Grandin, que tiene relación con otra acaecida cuatro meses atrás. Por otro lado, Prentiss sigue recibiendo noticias de sus colegas de la Interpol.",Mentes criminales: Today I Do,2011,7.2,2168,0,0,0,0,0,0,0,0,0
130,6,130,16,Rob Hardy,Rick Dunkle,"Una pareja es secuestrada, y el único testigo es un niño autista. Reid logra una conexión especial con el niño, necesaria para resolver ese caso. Mientras, Emily se enfrenta cara a cara con su pasado, quien le pone todo claro: si habla, tendrá al equipo en la mira, si calla, irá solo por su verdadero objetivo: la vida de Emily.",Mentes criminales: Coda,2011,8.1,3016,0,0,0,1,0,0,0,0,0
131,6,131,17,Charles S. Carroll,Simon Mirren & Erica Messer,"La UAC investiga una serie de asesinatos relacionados con un mismo hombre: Ian Doyle, el exjefe y enemigo de Emily. Mientras ella, aterrorizada, teme por la vida de sus amigos, toma una difícil decisión, que la llevará a alejarse de ellos y enfrentar a su enemigo sola.",Mentes criminales: Valhalla,2011,8,2199,0,1,0,0,1,0,0,0,0
132,6,132,18,Matthew Gray Gubler,Breen Frazier,Prentiss está lista para enfrentarse a Ian Doyle de una vez por todas. La UAC le piden ayuda a «J.J.» para encontrar a Prentiss y capturar a Doyle antes de que sea demasiado tarde.,Mentes criminales: Lauren,2011,8.7,3191,0,0,0,0,0,0,0,0,0
